episode,mass
1,3.807947176588889
2,3.807947176588889
3,9.51207163345817
4,7.34674002393291
5,6.026718993550662
6,1.6445845403801216
7,1.6443457513284063
8,0.6750277604651747
9,8.675143843171858
10,6.051038616257767
11,7.10991852018085
12,0.3037864935284442
13,9.702107536403744
14,8.341182143924176
15,2.202157195714934
16,1.9000671753502962
17,1.915704647548995
18,3.1119982052994235
19,5.295088673159155
20,4.376255684556946
21,2.983168487960615
22,6.157343657751556
23,1.4809892204552142
24,2.99223202049866
25,3.726982248607548
26,4.615092843748656
27,7.873242017790835
28,2.0767704433677614
29,5.190920940294755
30,5.96490423173422
31,0.5598590859279775
32,6.1146940338242395
33,1.7881888245041864
34,0.7440107705542672
35,9.493966818808
36,9.659757127438137
37,8.103133746352965
38,3.11567631481637
39,1.0669539286632004
40,6.873906962470353
41,4.457509688022053
42,1.3081785249633104
43,5.002251410101574
44,0.4404463590406621
45,9.102271980579943
46,2.6619218178401676
47,6.658970615104422
48,3.1859396532851685
49,5.248673409660327
50,5.5124317654984685
51,1.9300591097027178
52,9.69888781486913
53,7.773814951275034
54,9.401039521485473
55,8.958790769233723
56,6.019209790229743
57,9.226554926728857
58,0.976075770314003
59,2.0402303379495375
60,0.5477501602143269
61,3.3207702745563172
62,3.9479051679258723
63,2.78635541456157
64,8.3045013406041
65,3.631857934266534
66,2.8812516459050697
67,5.47269122326666
68,1.4951498272501504
69,8.041750109464994
70,0.8380513724297312
71,9.870180672345121
72,7.7452232160369086
73,2.0672852471883068
74,0.15466895952366377
75,8.173068141702858
76,7.097887704091409
77,7.317170963605775
78,7.735576432190863
79,0.8330420521674946
80,3.648810712588299
81,1.2471036892987843
82,8.644723916168376
83,6.270651455592823
84,3.375890446041227
85,0.729227667831634
86,3.178724984985056
87,3.319314888064796
88,7.323101165546834
89,6.41181896641661
90,8.883406151505632
91,4.7749277591032975
92,1.283983034789187
93,7.16112339350765
94,7.631771981307285
95,5.656644255938012
96,7.732575081550154
97,4.9885764040074685
98,5.275055010881741
99,4.332656081749641
100,0.35164935476654235
101,1.168125127233714
102,0.41114893829866905
103,6.4004630715114255
104,3.212124212655634
105,5.134849842530557
106,9.084908091868321
107,2.567993068573862
108,4.162790938052734
109,7.579956271576182
110,2.3651018383670626
111,0.8621011073050506
112,2.9685393838463034
113,1.696090743814644
114,9.304006758191473
115,8.100391757687728
116,6.3706971894531925
117,8.727459842858405
118,8.056353561301233
119,1.947043582971755
120,8.93633408505078
121,5.439488194964942
122,8.09365753612422
123,8.971303869242583
124,3.2482344022214527
125,1.189514052824
126,2.356558109165223
127,4.328367107399937
128,8.198346182632681
129,8.6212327742378
130,0.16882609225878797
131,5.1563982955179
132,4.232368931172912
133,2.2988673236602297
134,1.2866671366034599
135,3.442390196895917
136,9.43480606873394
137,3.299709027005477
138,5.2360271552593245
139,7.059887693062261
140,3.6999330635550107
141,9.72064261893751
142,9.628228219926902
143,2.592644728671105
144,5.022760208334616
145,3.0786952671860197
146,2.9199208943369297
147,0.46518077880987474
148,6.134686906400979
149,5.076522329965728
150,0.6096396373748946
151,2.8585999959424533
152,9.09183227106987
153,2.471662717603027
154,1.5344592337031087
155,4.945582326747874
156,9.857939495694946
157,2.4963471879638544
158,6.754141919318197
159,7.640034191754304
160,2.452611685524757
161,7.309341851257409
162,3.7410530139206073
163,6.359827722876437
164,6.371944136532857
165,5.4041693723401085
166,0.9938687235386422
167,8.369494706333455
168,3.275722643220185
169,1.946533252958557
170,0.5036739013921628
171,5.949840137563593
172,6.807887182238596
173,0.2642195063857759
174,5.169721277162881
175,2.342308174459586
176,6.487210625053553
177,1.8262276471494154
178,6.940283607214413
179,3.9286799283753204
180,9.373626888493671
181,1.4614573470453334
182,3.4765568753975593
183,1.223387860281832
184,9.254466820957772
185,8.785659598471712
186,2.653622114380041
187,6.633842055738373
188,8.190499781992036
189,5.596488034834677
190,5.343540725724464
191,2.4943376799144716
192,1.0217174012784023
193,8.982436003737934
194,9.014138765916972
195,6.367704427005353
196,3.4563949313821367
197,3.557174788665343
198,7.286961220815369
199,8.981391573530512
200,8.882155600224662
201,7.820767903990476
202,6.456113296927449
203,0.9329856534509835
204,1.7001242695366765
205,8.995686466418084
206,6.10364769062994
207,0.1910508110046335
208,1.104568274373718
209,6.668667514169752
210,0.150109680077565
211,1.6919997090332368
212,5.532464514729202
213,6.9497624571576635
214,6.554416469075745
215,2.320266163659542
216,7.150574291340605
217,2.4487659662183208
218,3.321457011776751
219,7.490264910668439
220,6.531365700567425
221,8.507311763892362
222,6.610367633773399
223,5.726255173021169
224,1.0273802014981155
225,3.740386450288392
226,2.7255034400490823
227,2.5154974694529275
228,9.732804492049212
229,3.9916674742009284
230,8.931260896253422
231,6.348272397372902
232,7.9686319050623196
233,5.076107221741402
234,5.811348457800955
235,4.975925168806753
236,2.0329055792006407
237,7.252275941088903
238,2.8796463881644727
239,0.340728067671393
240,6.490175729480962
241,1.8533957261297846
242,9.410539985093852
243,9.543892912325616
244,9.15715746318244
245,3.7645711325288995
246,0.25302050363578754
247,9.29035376961848
248,4.339023068341412
249,9.66988270853233
250,9.639837773183602
251,8.544793609126865
252,3.0150440314888987
253,8.725591324406158
254,3.796447739414717
255,5.986524694094881
256,2.809295915608084
257,7.8194336406964355
258,8.301906856229845
259,7.332981366555014
260,7.3273593256967136
261,1.0495185377135618
262,6.419224416221285
263,3.2410894082421
264,8.429022704493146
265,8.646141029491483
266,2.0532186053655552
267,5.840500891971628
268,4.692274559468896
269,1.3257402257823692
270,8.195934818476944
271,7.062010102628592
272,8.123378877148442
273,9.826055718564145
274,6.1654940507865
275,5.567069751301372
276,7.65724451410851
277,3.2872328250426475
278,4.163629170207972
279,9.376616148132799
280,7.508367409700073
281,7.709687378796421
282,3.0058621426970342
283,4.740722446016528
284,5.012211826881451
285,2.1035243264860313
286,9.278090560463907
287,0.5349533546201676
288,4.873898111321437
289,4.596857605127234
290,6.998176895444984
291,2.629494703945701
292,5.171357547288539
293,1.2589955122626466
294,6.057952963035503
295,1.2812343692670478
296,3.5456496736307943
297,7.895554147023022
