episode,mass
1,8.679706724218939
2,8.679706724218939
3,2.705134011014398
4,1.4009439339175214
5,0.5117750931021049
6,2.4653509134360942
7,6.49019854490586
8,7.926933585020109
9,6.054280138104526
10,3.409563777734691
11,1.2823417697244823
12,3.1604172198099243
13,1.186265473703543
14,6.060921783479907
15,2.587721095709441
16,3.0668447473727345
17,5.219448425103447
18,7.180504918365781
19,9.321349090166791
20,1.1106727242695411
21,7.094586255710224
22,9.859839398813373
23,5.634882781155782
24,5.960990507948301
25,7.445113686553075
26,8.23068392908265
27,1.3441482381543015
28,9.085370268111046
29,5.774385942644659
30,7.339121019299179
31,3.0820202123135125
32,0.7596161731555208
33,1.7143977333282263
34,1.4243847271719654
35,6.59373216667354
36,4.292613651182309
37,9.84878339639148
38,4.094669466837139
39,2.624433326099346
40,2.243081046129312
41,8.454217097016567
42,6.93919425284785
43,2.108593009335842
44,7.102307281950644
45,8.399789932486087
46,7.480848233724451
47,7.519217896014424
48,2.3266830190423358
49,2.491958743227719
50,8.788700098091308
51,8.715309277508572
52,6.1488375336055245
53,2.1430249502700125
54,2.1614801875563705
55,4.419304962728008
56,5.72136330923218
57,7.576549267729852
58,5.224820071134338
59,6.898882090914534
60,2.624578483465948
61,9.341011184872034
62,8.230516475379277
63,2.095097055463586
64,1.8204636212791934
65,9.256486361390124
66,7.875163868914948
67,5.369970002241502
68,0.7955623542292675
69,6.3726611485201285
70,1.9667696928480964
71,4.554485136566659
72,8.173379631739195
73,1.8843965413342187
74,8.805801453943818
75,7.226843603039947
76,8.874642729661838
77,5.362489166661017
78,7.609870866809262
79,7.7238543397723936
80,5.133828371693474
81,5.339663159691157
82,6.173389498023917
83,3.127851683982927
84,5.667272448637707
85,5.049340541809152
86,6.534242387186805
87,0.830771661416526
88,1.4470196980838594
89,1.716504121435477
90,2.047935195442852
91,4.248331805467691
92,9.930735855583277
93,3.290011897866279
94,1.989104098698086
95,8.878445204476483
96,4.986558522965329
97,8.533622096978569
98,9.81824277540104
99,8.635439050662544
100,8.712808776564332
101,6.056083286088274
102,2.91549368848653
103,7.573921956156123
104,8.059376156287684
105,2.449184657044727
106,1.9820129319049156
107,9.866500875761073
108,3.782650646070141
109,4.246024392695159
110,9.207108088933504
111,8.162282563882579
112,8.410748144095038
113,0.4632621795948708
114,9.184175828080281
115,0.7541277874395048
116,6.345250958712768
117,3.8170533187697284
118,3.6905990330780063
119,0.512826562928391
120,6.173905095446307
121,3.5060862357740787
122,9.976426989150676
123,6.460761132809969
124,4.410724379022081
125,5.665874557519896
126,2.908779553590078
127,6.780216654588505
128,8.02706984331691
129,8.545259068699123
130,9.598624005786718
131,7.9854440212941755
132,1.8504005087322348
133,6.544979113813592
134,6.568330084092316
135,6.4014370975155055
136,1.6227436030691456
137,3.4459575356371217
138,8.35410746854584
139,6.810368191905302
140,9.388142209451408
141,0.5735381481907461
142,1.3767721962241528
143,3.756133336033531
144,9.611508894701988
145,3.5255690116672485
146,9.887880729446154
147,6.851011366523417
148,0.20359509851727775
149,5.75976396201965
150,1.2589806969004944
151,6.776182961624978
152,4.716812714191252
153,9.160861280381674
154,6.225686244383398
155,5.791105734503534
156,3.941979896029271
157,3.2640948445388682
158,9.440525661276979
159,4.7731908178951485
160,3.9895059052990605
161,1.8304635591494496
162,4.26453001700992
163,7.7306359990051
164,5.664666243769404
165,0.9505565885167664
166,5.916940508864296
167,9.492830650890715
168,2.35159453049161
169,8.240785668335183
170,6.94176556736656
171,8.343324251769776
172,9.395412439199916
173,3.268097738464507
174,2.788018293606828
175,8.528904847630871
176,8.557495900178745
177,4.067848387299209
178,3.144914990743027
179,4.895216860695292
180,9.384280417351818
181,2.7492146515684635
182,6.493260443442081
183,4.6473574603458125
184,7.325460198780254
185,6.608248048096875
186,8.617814857475754
187,3.8429487346308675
188,9.178915427834273
189,8.624007200504682
190,9.375673072061444
191,5.30487576528486
192,6.310140325191076
193,3.382057136075768
194,0.597163318718774
195,7.183790909733642
196,2.0537157933267562
197,2.7849748103302234
198,9.022073804678447
199,7.338379447639903
200,5.955848513044403
201,0.14497713309623683
202,2.3040901890200924
203,4.442151010370157
204,1.6886186694622964
205,0.7460839892838321
206,7.857629505383995
207,8.2522688619229
208,5.757804665220016
209,0.5926299516998259
210,5.30836414615489
211,1.243476451147352
212,2.426683177270415
213,0.2271355843875832
214,1.1531830720390632
215,5.488621289460833
216,8.91322777114878
217,8.927153320468463
218,4.613067578741016
219,6.213343014285992
220,7.4624504947424075
221,2.6863797710769193
222,4.027149284097219
223,9.019651991541803
224,6.0905802791264
225,3.091023524809352
226,0.9981616244258961
227,7.6803184296517975
228,1.5802503495494074
229,1.5354213829178682
230,6.6748312144624204
231,0.4740839203345091
232,9.969322109027823
233,4.69625357651279
234,7.829862585188109
235,8.042107924488592
236,6.118876092565093
237,6.600570491242017
238,1.0085164741348362
239,8.15833476358139
240,5.320611859702434
241,1.3459771081960725
242,4.175203373758349
243,3.747918965860304
244,7.311214553412762
245,5.334999082817814
246,5.05194192435297
247,4.794984868626346
248,3.261678181830477
249,5.257199978008339
250,5.290423082725817
251,6.09750135159105
252,9.924972825171748
253,0.8472865176841176
254,0.9844357377407008
255,5.474565407365466
256,7.696967177245017
257,7.892590226085844
258,1.941682685221237
259,0.30284235122232306
260,8.424671034288252
261,3.982476546646415
262,8.20228707030575
263,1.7138131570808566
264,9.488909231126726
265,0.6263662493163182
266,4.480999032666412
267,7.132583736418105
268,0.45083089705639123
269,3.633881431135247
270,0.37361678436224854
271,9.36018198223589
272,8.843710480011728
273,0.8490923743098514
274,7.673223484436776
275,8.31107779969078
276,3.374978542300285
277,7.265698238469172
278,1.7063878159627792
279,0.7895695953855696
280,2.9361702603458664
281,2.1337588808369
282,6.067431691034644
283,5.34708368486474
284,0.4626173877084273
285,5.870687240160722
286,2.5152383550561197
287,5.047135355664676
288,4.5700239019529
289,0.3984987919744176
290,8.498688594503651
291,9.422800419284469
292,7.521467753430962
293,4.774374772399538
294,3.1379073793537615
295,7.111347871033792
296,1.3544361209988354
297,9.499131686677586
298,8.088957443092339
299,3.8030813678369952
300,7.811118359619645
301,1.8813096586818685
302,1.4578759134180508
303,2.94077630538415
304,4.502683991960443
305,7.468773651893425
306,8.02364815089569
307,1.6590897462553227
308,1.9722081982871988
309,7.2352688757477
310,0.6871215524323346
311,9.441359898584903
312,6.985535988044519
313,7.062731674584319
314,7.157624263269398
315,4.413754055322846
316,0.3235204477273439
317,5.587536901943487
318,4.7236758317569825
319,1.7205173080087588
320,6.17052342714036
321,1.231336025183337
322,3.6158663487026734
323,8.553372068244608
324,1.0278479110046603
325,6.2051460263625
326,5.361043578671495
327,7.098717982081281
328,2.671401686265096
329,9.901586648309967
330,3.510942114636026
331,1.1306142655286273
332,8.935717667063493
333,6.5387536772487636
334,3.839873753959614
335,8.422075716343771
336,5.5632857468923795
337,5.357271011147999
338,1.8222388737663375
339,7.128514741095474
340,4.4982538777412975
341,1.4523897340641239
342,1.2225553451702358
343,5.031967341585224
344,7.662522281785391
345,7.343905424905225
346,7.440151562527915
347,1.1415832641328485
348,2.878278137262071
349,5.154705987641047
350,7.7694125997211225
351,0.7228722574360925
352,7.0449458690898705
353,8.718697943703974
354,6.671644432226777
355,5.10570573022322
356,8.392193975013875
357,5.092738437766119
358,8.210473467736287
359,1.9106744121650805
360,4.888998839633493
361,2.458636475358808
362,5.89316601638455
363,5.072376728947939
364,8.11053111051399
365,2.894437412791898
366,0.9962481569944635
367,8.347025928076222
368,3.2571507715785497
369,3.1691224010479075
370,2.5176512975603877
371,3.9217855548045857
372,7.13365856841091
373,9.322885564923206
374,2.272652272412763
375,3.6045732863141158
376,3.2930615625167854
377,6.823954774552283
378,7.6908717556010995
379,5.6884630808262395
380,4.341056912998091
381,0.3578389259497661
382,4.270274893609627
383,8.323392651515771
384,9.146577603229874
385,3.4276895120066277
386,4.539054969812645
387,2.1811223214636297
388,9.065270426430372
389,0.30976033417033966
390,2.459745984625748
391,8.218099718432107
392,3.035716229622172
393,3.5673403266775034
394,1.0574341888036067
395,4.140707950122232
396,0.46517609126828885
397,9.72903272187861
398,5.418811678966707
399,6.682698382153034
400,9.76145681139749
401,9.657958918067695
402,7.7742267660443165
403,5.893353312007727
404,8.654624706470354
405,9.023523820433413
406,1.8996645914932018
407,2.457011851592651
408,4.195242206039423
409,8.668747511655072
410,1.752995440852177
411,2.678001756068583
412,3.0684885105924944
413,3.8118007723210163
414,3.058448043719121
415,4.809718252791805
416,9.548450970051915
417,0.8758447411618848
418,1.8188696862866751
419,4.593247201173775
420,7.935579452259807
421,2.6841527819684563
422,0.4482040681858984
423,5.973309543368254
424,5.745179436211344
425,3.831080472804864
426,5.458003915319472
427,0.9951884893342264
428,1.7580830803807537
429,2.281907483853979
430,2.1220083116631847
431,7.034014977515273
432,7.818819707449068
433,5.990124374757727
434,0.8471071522548399
435,5.975506612442241
436,6.085832257779026
437,6.468758241129254
438,8.949927178255813
439,7.853092155365203
440,8.502535251026591
441,2.351210072449572
442,0.11676704592269709
443,6.595570107861354
444,3.1508106810484366
445,9.734299452957663
446,3.9678695899905274
447,4.038606004902184
448,4.048577240716344
449,5.019351850988584
450,7.801186664310112
451,9.062316105238935
452,9.66288812494597
453,2.332995762331438
454,3.1205719340149702
455,0.3496400466997638
456,8.818306076849755
457,7.382414836808827
458,9.565892201317412
459,1.062411107460719
460,3.1807605218914494
461,1.5442855383762417
462,6.605683891859941
463,3.1731212715835744
464,0.5164752639918523
465,6.82686497239103
466,3.223142785263037
467,9.928139049007605
468,6.297559892938358
469,0.23689413320115926
470,7.896285108689725
471,1.5854842467396324
472,0.8959943767516391
473,2.943652765249004
474,6.303199437066218
475,9.955147829701747
476,3.582486038507844
477,7.998137956720216
478,2.838401243461138
479,4.96749109052898
480,8.150595986300969
481,3.571643150090472
482,6.473712239675411
483,4.751994180178532
484,4.447061608627852
485,4.80104967512799
486,9.52907776516169
487,2.7711361361646794
488,2.052653106566525
489,6.024097572175467
490,0.7664287366578035
491,3.2310627999390102
492,3.242638357876073
493,5.272868786691248
494,7.043094211896387
495,2.5054905813571753
496,5.812314319473378
497,5.889516414305771
498,4.651130008173651
499,9.418913706344181
500,7.5064278338220065
501,1.274410804575989
502,5.329571058720812
503,4.0551456078155645
504,5.356068846346955
505,8.852705027349378
506,8.654607329569151
507,8.321815393575712
508,6.4938035559418825
509,7.8307940968245004
510,3.6257110243264763
511,1.4155802050066602
512,8.885978011243122
513,6.366506098243785
514,3.0177769979881095
515,0.4388167221840388
516,3.75568567845104
517,4.640630434260116
518,2.2870597704645013
519,2.936564641126076
520,2.741533002198018
521,3.5569034564455064
522,7.712325031832213
523,2.959312118504385
524,2.8707296059787084
525,2.0109680948888062
526,1.807028528010598
527,1.675297889667762
528,7.712245042271511
529,4.221336129682937
530,3.243970444481611
531,5.362380692258788
532,2.2366742099932795
533,9.177892554223272
534,8.701534308990482
535,9.761982629256154
536,3.3130692603289544
537,6.797255460248697
538,6.924472366480391
539,5.4590042380495385
540,5.221690428912453
541,1.5879889810602865
542,6.216879109102836
543,5.881813826178639
544,9.19769834289341
545,2.2034787378550926
546,5.29328573127866
547,9.888206437866224
548,7.987394782894976
549,1.5786531089854354
550,6.895262401350061
551,2.7744918362218103
552,0.7263941205418109
553,2.273696493930602
554,9.866745982635782
555,7.236573479668384
556,9.985301316908492
557,5.162503368778734
558,6.904543592183387
559,6.504435509672769
560,1.804313211103082
561,8.919655024996676
562,5.064133788693428
563,2.976699997724618
564,3.464161551305434
565,3.478585196768452
566,7.855714511286217
567,7.262699681045282
568,2.0244959000630285
569,4.227573452592831
