episode,mass
1,8.679706724218939
2,8.679706724218939
3,2.705134011014398
4,1.4009439339175214
5,0.5117750931021049
6,2.4653509134360942
7,6.49019854490586
8,7.926933585020109
9,6.054280138104526
10,3.409563777734691
11,1.2823417697244823
12,3.1604172198099243
13,1.186265473703543
14,6.060921783479907
15,2.587721095709441
16,3.0668447473727345
17,5.219448425103447
18,7.180504918365781
19,9.321349090166791
20,1.1106727242695411
21,7.094586255710224
22,9.859839398813373
23,5.634882781155782
24,5.960990507948301
25,7.445113686553075
26,8.23068392908265
27,1.3441482381543015
28,9.085370268111046
29,5.774385942644659
30,7.339121019299179
31,3.0820202123135125
32,0.7596161731555208
33,1.7143977333282263
34,1.4243847271719654
35,6.59373216667354
36,4.292613651182309
37,9.84878339639148
38,4.094669466837139
39,2.624433326099346
40,2.243081046129312
41,8.454217097016567
42,6.93919425284785
43,2.108593009335842
44,7.102307281950644
45,8.399789932486087
46,7.480848233724451
47,7.519217896014424
48,2.3266830190423358
49,2.491958743227719
50,8.788700098091308
51,8.715309277508572
52,6.1488375336055245
53,2.1430249502700125
54,2.1614801875563705
55,4.419304962728008
56,5.72136330923218
57,7.576549267729852
58,5.224820071134338
59,6.898882090914534
60,2.624578483465948
61,9.341011184872034
62,8.230516475379277
63,2.095097055463586
64,1.8204636212791934
65,9.256486361390124
66,7.875163868914948
67,5.369970002241502
68,0.7955623542292675
69,6.3726611485201285
70,1.9667696928480964
71,4.554485136566659
72,8.173379631739195
73,1.8843965413342187
74,8.805801453943818
75,7.226843603039947
76,8.874642729661838
77,5.362489166661017
78,7.609870866809262
79,7.7238543397723936
80,5.133828371693474
81,5.339663159691157
82,6.173389498023917
83,3.127851683982927
84,5.667272448637707
85,5.049340541809152
86,6.534242387186805
87,0.830771661416526
88,1.4470196980838594
89,1.716504121435477
90,2.047935195442852
91,4.248331805467691
92,9.930735855583277
93,3.290011897866279
94,1.989104098698086
95,8.878445204476483
96,4.986558522965329
97,8.533622096978569
98,9.81824277540104
99,8.635439050662544
100,8.712808776564332
101,6.056083286088274
102,2.91549368848653
103,7.573921956156123
104,8.059376156287684
105,2.449184657044727
106,1.9820129319049156
107,9.866500875761073
108,3.782650646070141
109,4.246024392695159
110,9.207108088933504
111,8.162282563882579
112,8.410748144095038
113,0.4632621795948708
114,9.184175828080281
115,0.7541277874395048
116,6.345250958712768
117,3.8170533187697284
118,3.6905990330780063
119,0.512826562928391
120,6.173905095446307
121,3.5060862357740787
122,9.976426989150676
123,6.460761132809969
124,4.410724379022081
125,5.665874557519896
126,2.908779553590078
127,6.780216654588505
128,8.02706984331691
129,8.545259068699123
130,9.598624005786718
131,7.9854440212941755
132,1.8504005087322348
133,7.4668596361819635
134,2.1579819598692818
135,8.5626404478039
136,3.5278423602064053
137,8.208316630225077
138,1.222514458328453
139,2.3717006374454743
140,2.7959802013808566
141,7.1436543190794435
142,5.31943389936596
143,0.14578806364104785
144,5.31416619716254
145,0.30708836326187494
146,0.6238599017747858
147,1.2040413542242072
148,1.0296924322790642
149,0.7514240119040327
150,1.2756625359624192
151,7.0015721776536335
152,6.011314182547294
153,4.340782971874887
154,1.6884000856674823
155,3.1619439275441277
156,6.616072265986207
157,1.629335876853501
158,3.719528102527697
159,6.922420739502019
160,5.10206076463449
161,9.076277302919669
162,4.872267375598134
163,1.3183737122985335
164,2.529353166847267
165,7.959255304136144
166,1.4666863593396249
167,4.766759637320422
168,0.9196580061341176
169,9.142479174411768
170,5.394257958372879
171,7.107245844016397
172,2.6225427708162306
173,1.6738023300572586
174,9.26360405864084
175,5.75394403267742
176,4.054386404886447
177,0.8195544106789029
178,3.421078175654495
179,4.687094370337015
180,4.991197208282535
181,8.193295935576158
182,6.5946491958579605
183,5.635450845796132
184,0.584388987483841
185,1.1239191919612146
186,1.7534864030623423
187,9.735155532435618
188,6.4344280447585
189,2.850347383082919
190,6.0794732168315235
191,8.995528661964375
192,5.49408242792717
193,3.4860674218260486
194,7.968525533206108
195,9.428415333744637
196,6.045612749638463
197,0.1958849295970492
198,5.6363340045318635
199,8.126049034247938
200,5.913822167163211
201,1.7077176165301122
202,0.5669721868178345
203,5.441595539665327
204,8.389100049617191
205,8.628832449403207
206,5.030399393825356
207,4.8974248619809115
208,1.01225923912162
209,1.3522333803213942
210,3.7125945977642654
211,4.34402036052884
212,3.9290502944954517
213,5.011840428687259
214,7.261434191498122
215,4.463183654589593
216,3.334111003028753
217,9.98891162807218
218,2.4948505734124917
219,8.261273254340633
220,3.3623627554077866
221,6.975633046068096
222,1.6631044245224127
223,8.731822289093127
224,9.897018894881407
225,1.9834021339725545
226,9.995611427430443
227,3.349368891806131
228,4.964916369652864
229,7.377302800208243
230,3.1241441598101063
231,2.068805124348093
232,3.2896826925529705
233,4.7644560673379575
234,6.856461729340878
235,9.30584585691393
236,6.893226983709049
237,1.6858946406737154
238,3.7069633100714534
239,0.10936019510587014
240,1.6547173721445287
241,9.244766948930243
242,3.489456833644499
243,6.766699802044944
244,4.4896774023569055
245,9.066180598965156
246,3.94189419397252
247,9.268563032584066
248,8.67088624633977
249,6.48877727196281
250,1.7200194435190193
251,1.4939442018462736
252,3.6954546472871144
253,7.40836657496036
254,0.7909884882646068
255,2.93455994101876
256,2.1993908003112144
257,5.746119749267381
258,7.703112513209465
259,6.701343163154487
260,9.823334421089264
261,9.053303841896412
262,0.7608350549575185
263,7.142528185510721
264,9.557730816487462
265,3.476869359085707
266,6.594287944418531
267,8.762283437501148
268,8.508354319050028
269,7.535936269000109
270,3.32059094284695
271,9.563828879966586
272,8.724792842455724
273,0.6282012718102727
274,2.6275463842510085
275,0.8704204171637849
276,1.0080464887389329
277,2.5943431156657897
278,4.631166837193561
279,2.3612471810197033
280,1.5552756231663556
281,9.909701472455454
282,8.808751553062283
283,1.006183664158027
284,3.9055360512413664
285,1.1005130685534237
286,7.055838092603515
287,6.976559539577118
288,0.18018060943875416
289,3.1495167548914624
290,7.5499396880600855
291,9.687952411092338
292,5.541737578669795
293,9.050578369241466
294,8.234216394962752
295,8.539589827203951
296,1.341279501457298
297,1.2409945583228987
298,5.464390882258342
299,9.383296019635019
300,7.017292132724188
301,1.8523257922422767
302,0.7697455985632563
303,6.588941920243771
304,6.389089874084758
305,1.0941204736503287
306,5.154830991482945
307,6.633860940023059
308,4.342019576611926
309,7.282999168324332
310,4.018541003868403
311,9.085761012257908
312,1.919985988399352
313,1.2390694633640043
314,7.659447480762426
315,4.031813751561495
316,5.838406433088662
317,5.5944981005974865
318,7.69633681631846
319,3.4519320078526876
320,3.8860498904151775
321,7.570315980996196
322,2.778192545566056
323,8.07216578015836
324,3.302141270045217
325,3.118433991405463
326,0.5176927719286751
327,6.952914513979256
328,8.402720548428453
329,5.814337860600664
330,8.532751696357579
331,3.240666112378332
332,3.7009952741092804
333,6.562784268235171
334,8.433049405504953
335,1.5600705675753277
336,3.8948072801164995
337,4.512732246016505
338,3.7867664567104122
339,6.9859132786998535
340,4.228701236955979
341,9.034311157018859
342,0.5029271123632697
343,8.14150283604291
344,1.4102294397844617
345,8.074185268555635
346,0.6574023582950774
347,5.101620786050097
348,9.624610769646454
349,4.951660461317059
350,7.462864055384486
351,2.695846919475396
352,0.6005248378455196
353,3.791611790971331
354,2.182424778957088
355,2.5712233087903527
356,2.848404799744282
357,9.778618442362069
358,3.020319173599535
359,9.690810402280265
360,2.1395144076583184
361,8.793860421032598
362,3.96885235389037
363,4.582958802150492
364,8.175436417799542
365,9.535720833880974
366,8.543776989994694
367,5.187136635428301
368,7.376813862185978
369,5.366834658261726
370,5.912182596348433
371,9.19776438454703
372,9.304345220470871
373,9.788898181562745
374,4.298149523151248
375,8.64476855474055
376,6.283351380957173
377,1.3543174130295812
378,7.090311962035167
379,6.224778206796789
380,4.52368394772636
381,1.162606546344001
382,8.897836670391074
383,4.26891973397274
384,6.380215773006065
385,2.939964098086785
386,2.839526302722831
387,5.646278028729643
388,7.25460973471318
389,5.429147618913905
390,7.318772209166789
391,8.227015865540958
392,8.903546428795236
393,8.926316469946224
394,8.758399697741478
395,2.2270681529579104
396,1.7598840318544313
397,4.906753955675959
398,9.147119246285639
399,6.934355101676405
400,9.10530849223662
401,1.4243528911470218
402,9.025703993910787
403,2.3603593369446525
404,5.21432502893543
405,6.600670125056139
406,9.713553043801944
407,2.9121606221637326
408,7.94309712032769
409,4.879591083055644
410,2.2502570040376337
411,0.870787527530031
412,7.711940552421859
413,5.52988612648552
414,1.6954321047026975
415,9.441681457571898
416,5.289457203260162
417,0.5267420997055462
418,7.188329199176364
419,0.5262298292493791
420,0.7450401970757576
421,8.63702623295821
422,6.552394313524881
423,4.502670696912344
424,0.7302184970821451
425,2.0421766104254098
426,5.440970654316782
427,9.2210483317385
428,4.21495943836275
429,6.410566852829972
430,1.4186407948640805
431,5.006396710917077
432,7.23095249154744
433,5.147208952080293
434,8.771517592368802
435,4.886879722370321
436,3.3107126604593695
437,0.40472154719629916
438,5.7830805387109425
439,8.332538046171871
440,9.597753784656941
441,2.5545117575859613
442,7.436015539999919
443,7.496021856551704
444,5.166196156706565
445,2.428241538650478
446,4.782799308549377
447,9.493399524591808
448,2.2940802074599116
449,4.879216087296009
450,5.527777612397916
451,0.5390798412772806
452,8.880712533620574
453,9.276580390411457
454,3.726592440255174
455,2.513392205373362
456,6.002072603837973
457,4.502286845641746
458,8.426554231347142
459,4.704440148880343
460,9.644239615404842
461,9.28751845041495
462,7.6404107763287605
463,0.8568203878603015
464,9.83169275770354
465,2.9919009242771857
466,1.6045650114893957
467,7.805913078738767
468,7.046989063989265
469,8.569864522931827
470,8.489071956073209
471,1.239407422167741
472,8.098858520441704
473,3.9102059812737378
474,3.0620001781725175
475,1.4150198277952863
476,8.132654401098007
477,4.139813322129859
478,9.574170127715457
479,5.46750406748093
480,2.245518003254635
481,7.510425043353021
482,0.7080883625648619
483,8.341475795869592
484,9.244622503559125
485,8.215760450975397
486,0.2415973781216188
487,2.8919625561456113
488,6.2234878115491545
489,9.303423506685863
490,5.72677692132335
491,6.016202860848763
492,2.0472062986131885
493,0.19581814721846025
494,3.3993054447952757
495,2.4210040961485078
496,1.5685892722467296
497,3.50869641760128
498,5.884213448332748
499,7.756773970088796
500,5.673620009439523
501,9.675474888831406
502,0.7064441099749228
503,9.099957666117104
504,1.250039131466415
505,2.9249823309214036
506,6.504463638340103
507,6.419069455092364
508,9.063138213899693
509,2.7314152221055052
510,7.900943847140761
511,0.28955496535702296
512,6.614891898265066
513,8.247505222634446
514,3.2227759514682948
515,0.2738625034840494
516,7.573763185240026
517,1.184252351505033
518,8.246577898738806
519,7.251569917924943
520,3.374076442436451
521,1.0139368587065747
522,3.452795109703178
523,1.5734034913501584
524,5.6542105237726386
525,7.88720917692875
526,4.682895518748988
527,2.90719496249165
528,5.581978372097466
529,4.870201315719334
530,9.824942764441587
531,2.683712580104346
532,9.638754672777612
533,4.5559375052956606
534,8.75853179313185
535,3.9976335057703793
536,5.546808988355942
537,4.135983247760635
538,0.3684617919709837
539,3.4773301151122786
540,3.7629688457496733
541,2.5892114762690723
542,0.5672740250287791
543,0.34050243729765517
544,4.593021721088972
545,0.8044615661322507
546,7.865054340970719
547,3.0635522433631706
548,9.777455482260883
549,6.28436709279487
550,0.4058071550253429
551,5.0347616297515945
552,3.7776873215647706
553,7.547981479496154
554,2.697958671780053
555,7.015839571490847
556,1.9928195868410845
557,2.291054597981063
558,2.0930905945634275
559,1.080218941950768
560,9.525322643265214
561,8.081909231198644
562,7.224710017687568
563,3.471968316579842
564,0.20821555523818663
565,9.61793277094987
566,2.00624957707734
567,7.961072126832588
568,3.2914244275265383
