episode,reward,length,is_success,avg_reward_100,std_reward_100,success_rate_100,episode_time_s,cumulative_time_s
1,-0.0323,1,1,-0.0323,0.0,1.0,0.0073,0.01
2,-4.3111,50,0,-2.1717,2.1394,0.5,0.1046,0.11
3,-11.0207,50,0,-5.1214,4.5224,0.3333,0.1092,0.22
4,-3.8004,50,0,-4.7911,3.9581,0.25,0.0983,0.32
5,-8.8638,50,0,-5.6057,3.8971,0.2,0.0961,0.42
6,-5.3914,50,0,-5.57,3.5584,0.1667,0.0944,0.51
7,-5.1179,50,0,-5.5054,3.2982,0.1429,0.0999,0.61
8,-1.1405,13,1,-4.9598,3.4062,0.25,0.0258,0.64
9,-4.8655,50,0,-4.9493,3.2116,0.2222,0.1061,0.74
10,-6.2316,50,0,-5.0775,3.071,0.2,0.0948,0.84
11,-5.0111,50,0,-5.0715,2.9281,0.1818,0.0936,0.93
12,-5.496,50,0,-5.1069,2.8059,0.1667,0.1005,1.03
13,-0.0242,1,1,-4.7159,3.0169,0.2308,0.0027,1.03
14,-4.0627,50,0,-4.6692,2.912,0.2143,0.0951,1.13
15,-6.7796,50,0,-4.8099,2.8621,0.2,0.0973,1.23
16,-3.102,50,0,-4.7032,2.8019,0.1875,0.107,1.33
17,-4.4202,50,0,-4.6865,2.7191,0.1765,0.0879,1.42
18,-0.0481,1,1,-4.4288,2.848,0.2222,0.0018,1.42
19,-2.6317,50,0,-4.3343,2.801,0.2105,0.0792,1.5
20,-3.9871,50,0,-4.3169,2.7311,0.2,0.0865,1.59
21,-0.0344,1,1,-4.113,2.817,0.2381,0.002,1.59
22,-0.0469,1,1,-3.9281,2.8796,0.2727,0.0016,1.59
23,-6.4909,50,0,-4.0396,2.8644,0.2609,0.0898,1.68
24,-4.887,50,0,-4.0749,2.8092,0.25,0.0857,1.77
25,-3.5175,50,0,-4.0526,2.7546,0.24,0.0806,1.85
26,-4.9901,50,0,-4.0886,2.7071,0.2308,0.0766,1.92
27,-0.0499,1,1,-3.9391,2.7638,0.2593,0.0017,1.93
28,-4.6465,50,0,-3.9643,2.7172,0.25,0.084,2.01
29,-1.0232,17,1,-3.8629,2.7233,0.2759,0.0263,2.04
30,-0.041,1,1,-3.7355,2.7641,0.3,0.0016,2.04
31,-6.8275,50,0,-3.8352,2.7735,0.2903,0.0825,2.12
32,-10.7696,50,0,-4.0519,2.9845,0.2812,0.0868,2.21
33,-3.6535,50,0,-4.0399,2.9397,0.2727,0.0867,2.29
34,-1.0262,15,1,-3.9512,2.9406,0.2941,0.0231,2.32
35,-6.5339,50,0,-4.025,2.9301,0.2857,0.0816,2.4
36,-22.8785,50,0,-4.5487,4.2363,0.2778,0.0795,2.48
37,-0.0261,1,1,-4.4265,4.2425,0.2973,0.0021,2.48
38,-4.1605,50,0,-4.4195,4.1866,0.2895,0.0794,2.56
39,-0.0314,1,1,-4.307,4.1903,0.3077,0.0019,2.56
40,-0.0402,1,1,-4.2003,4.1909,0.325,0.0018,2.56
41,-5.5872,50,0,-4.2341,4.145,0.3171,0.0826,2.65
42,-5.3147,50,0,-4.2599,4.0987,0.3095,0.0835,2.73
43,-3.4302,50,0,-4.2406,4.0527,0.3023,0.083,2.81
44,-2.9102,50,0,-4.2103,4.0113,0.2955,0.0776,2.89
45,-4.2726,50,0,-4.2117,3.9664,0.2889,0.0872,2.98
46,-0.0271,1,1,-4.1208,3.9703,0.3043,0.0019,2.98
47,-5.3236,50,0,-4.1463,3.9316,0.2979,0.0847,3.06
48,-4.3264,50,0,-4.1501,3.8906,0.2917,0.094,3.16
