episode,reward,length,is_success,avg_reward_100,std_reward_100,success_rate_100,episode_time_s,cumulative_time_s
1,-2.8067,50,0,-2.8067,0.0,0.0,0.1124,0.11
2,-4.513,50,0,-3.6599,0.8531,0.0,0.1054,0.22
3,-3.8734,50,0,-3.731,0.7038,0.0,0.0869,0.3
4,-0.0277,1,1,-2.8052,1.7155,0.25,0.0019,0.31
5,-3.5335,50,0,-2.9509,1.5618,0.2,0.0986,0.41
6,-0.4753,9,1,-2.5383,1.6982,0.3333,0.0208,0.43
7,-3.5315,50,0,-2.6802,1.6102,0.2857,0.0859,0.51
8,-4.9244,50,0,-2.9607,1.6791,0.25,0.0957,0.61
9,-4.1765,50,0,-3.0958,1.6286,0.2222,0.0981,0.71
10,-5.7239,50,0,-3.3586,1.7345,0.2,0.1015,0.81
11,-5.2787,50,0,-3.5331,1.7435,0.1818,0.0978,0.9
12,-0.0266,1,1,-3.2409,1.9302,0.25,0.0022,0.91
13,-8.0377,50,0,-3.6099,2.2523,0.2308,0.1025,1.01
14,-0.0362,1,1,-3.3546,2.3575,0.2857,0.0027,1.01
15,-1.0915,20,1,-3.2038,2.3465,0.3333,0.04,1.05
16,-5.846,50,0,-3.3689,2.3602,0.3125,0.0965,1.15
17,-4.0377,50,0,-3.4083,2.2952,0.2941,0.0987,1.25
18,-5.7013,50,0,-3.5356,2.2915,0.2778,0.0984,1.35
19,-3.4765,50,0,-3.5325,2.2304,0.2632,0.1009,1.45
20,-3.668,50,0,-3.5393,2.1742,0.25,0.0862,1.53
21,-0.0342,1,1,-3.3724,2.2492,0.2857,0.002,1.54
22,-2.9726,50,0,-3.3542,2.1991,0.2727,0.0974,1.63
23,-0.041,1,1,-3.2102,2.2544,0.3043,0.0032,1.64
24,-2.9241,50,0,-3.1982,2.2077,0.2917,0.1115,1.75
25,-4.4234,50,0,-3.2473,2.1764,0.28,0.1034,1.85
26,-6.2906,50,0,-3.3643,2.2129,0.2692,0.1053,1.96
27,-2.8951,50,0,-3.3469,2.1733,0.2593,0.1075,2.06
28,-10.5958,50,0,-3.6058,2.5228,0.25,0.104,2.17
29,-6.293,50,0,-3.6985,2.5269,0.2414,0.097,2.26
30,-3.4244,50,0,-3.6893,2.4849,0.2333,0.0996,2.36
31,-3.9901,50,0,-3.699,2.4451,0.2258,0.0889,2.45
32,-0.0463,1,1,-3.5849,2.4891,0.25,0.0019,2.45
33,-4.3494,50,0,-3.6081,2.4546,0.2424,0.0907,2.55
34,-6.1669,50,0,-3.6833,2.4566,0.2353,0.0841,2.63
35,-5.2429,50,0,-3.7279,2.4351,0.2286,0.0943,2.72
36,-0.0446,1,1,-3.6256,2.4762,0.25,0.0018,2.73
37,-14.2545,50,0,-3.9128,2.9894,0.2432,0.0849,2.81
38,-7.7259,50,0,-4.0132,3.0123,0.2368,0.085,2.9
39,-7.3555,50,0,-4.0989,3.02,0.2308,0.1014,3.0
40,-0.046,1,1,-3.9976,3.0484,0.25,0.0021,3.0
41,-0.0344,1,1,-3.9009,3.0724,0.2683,0.002,3.0
42,-5.0371,50,0,-3.9279,3.0406,0.2619,0.096,3.1
43,-3.94,50,0,-3.9282,3.005,0.2558,0.0941,3.19
44,-12.3737,50,0,-4.1202,3.2263,0.25,0.1085,3.3
45,-0.0347,1,1,-4.0294,3.2466,0.2667,0.0026,3.3
46,-6.6178,50,0,-4.0856,3.2332,0.2609,0.1152,3.42
47,-5.0405,50,0,-4.106,3.2016,0.2553,0.1093,3.53
48,-4.375,50,0,-4.1116,3.1683,0.25,0.1068,3.63
49,-0.0469,1,1,-4.0286,3.1881,0.2653,0.0019,3.64
50,-0.0129,1,1,-3.9483,3.2057,0.28,0.0025,3.64
51,-5.1343,50,0,-3.9716,3.1784,0.2745,0.1072,3.75
52,-3.9516,50,0,-3.9712,3.1477,0.2692,0.0893,3.83
53,-2.7073,50,0,-3.9473,3.1226,0.2642,0.0979,3.93
54,-4.7543,50,0,-3.9623,3.0954,0.2593,0.0921,4.02
55,-5.3558,50,0,-3.9876,3.0728,0.2545,0.1049,4.13
56,-7.2351,50,0,-4.0456,3.0755,0.25,0.1168,4.25
57,-4.8845,50,0,-4.0603,3.0504,0.2456,0.1208,4.37
58,-0.0489,1,1,-3.9912,3.0687,0.2586,0.0023,4.37
59,-5.6538,50,0,-4.0193,3.0501,0.2542,0.1083,4.48
60,-6.2918,50,0,-4.0572,3.0386,0.25,0.1257,4.6
61,-18.0605,50,0,-4.2868,3.4991,0.2459,0.1168,4.72
62,-3.2849,50,0,-4.2706,3.473,0.2419,0.1117,4.83
63,-4.2491,50,0,-4.2703,3.4454,0.2381,0.1074,4.94
64,-6.6802,50,0,-4.3079,3.4314,0.2344,0.0944,5.03
65,-10.8577,50,0,-4.4087,3.499,0.2308,0.0918,5.13
66,-3.3585,50,0,-4.3928,3.4748,0.2273,0.1066,5.23
67,-3.5797,50,0,-4.3806,3.4501,0.2239,0.0941,5.33
68,-4.7183,50,0,-4.3856,3.4249,0.2206,0.0923,5.42
69,-5.5606,50,0,-4.4026,3.4029,0.2174,0.1048,5.52
70,-22.0122,50,0,-4.6542,3.9725,0.2143,0.0884,5.61
71,-0.0421,1,1,-4.5892,3.9817,0.2254,0.002,5.61
72,-1.886,26,1,-4.5517,3.9666,0.2361,0.05,5.66
73,-5.2695,50,0,-4.5615,3.9402,0.2329,0.091,5.75
74,-0.0448,1,1,-4.5005,3.9481,0.2432,0.0022,5.76
75,-4.8387,50,0,-4.505,3.9219,0.24,0.0995,5.86
76,-6.3738,50,0,-4.5296,3.9018,0.2368,0.0929,5.95
77,-4.1629,50,0,-4.5248,3.8766,0.2338,0.1102,6.06
78,-4.7317,50,0,-4.5275,3.8518,0.2308,0.0986,6.16
79,-5.2949,50,0,-4.5372,3.8283,0.2278,0.0949,6.25
80,-5.6,50,0,-4.5505,3.8061,0.225,0.0995,6.35
81,-4.4343,50,0,-4.549,3.7826,0.2222,0.1021,6.45
82,-0.0221,1,1,-4.4938,3.7921,0.2317,0.0019,6.46
83,-0.027,1,1,-4.44,3.8006,0.241,0.002,6.46
84,-0.0338,1,1,-4.3876,3.808,0.25,0.0019,6.46
85,-2.5635,50,0,-4.3661,3.7906,0.2471,0.0972,6.56
86,-4.0093,50,0,-4.362,3.7687,0.2442,0.1087,6.67
87,-5.8659,50,0,-4.3792,3.7504,0.2414,0.1216,6.79
88,-3.7628,50,0,-4.3722,3.7296,0.2386,0.1137,6.9
89,-5.3795,50,0,-4.3836,3.7101,0.236,0.1152,7.02
90,-5.1755,50,0,-4.3924,3.6904,0.2333,0.1056,7.12
91,-5.5092,50,0,-4.4046,3.6719,0.2308,0.1016,7.22
92,-0.0405,1,1,-4.3572,3.6798,0.2391,0.0021,7.23
93,-0.0364,1,1,-4.3107,3.687,0.2473,0.0017,7.23
94,-11.1143,50,0,-4.3831,3.7332,0.2447,0.0953,7.32
95,-3.633,50,0,-4.3752,3.7143,0.2421,0.1105,7.43
96,-4.5832,50,0,-4.3774,3.695,0.2396,0.0948,7.53
97,-3.9902,50,0,-4.3734,3.6761,0.2371,0.0994,7.63
98,-6.1747,50,0,-4.3918,3.6617,0.2347,0.1146,7.74
99,-5.2916,50,0,-4.4009,3.6443,0.2323,0.1086,7.85
100,-4.115,50,0,-4.398,3.6262,0.23,0.0932,7.94
101,-4.5978,50,0,-4.4159,3.6227,0.23,0.0992,8.04
102,-3.5794,50,0,-4.4066,3.6236,0.23,0.1096,8.15
103,-0.0362,1,1,-4.3682,3.6493,0.24,0.0027,8.16
104,-6.2371,50,0,-4.4303,3.6277,0.23,0.1057,8.26
105,-2.9844,50,0,-4.4248,3.6294,0.23,0.1233,8.39
106,-0.0421,1,1,-4.4205,3.6344,0.23,0.0023,8.39
107,-4.9272,50,0,-4.4344,3.6336,0.23,0.1056,8.49
108,-0.0345,1,1,-4.3855,3.6595,0.24,0.0021,8.5
109,-4.2071,50,0,-4.3858,3.6595,0.24,0.1126,8.61
110,-0.0274,1,1,-4.3289,3.6825,0.25,0.0022,8.61
111,-3.7913,50,0,-4.314,3.6816,0.25,0.082,8.69
